LCLid,datetime,energy(kWh/hh),temperature
MAC003400,2012-09-29 05:00:00,0.108,8.78
MAC003400,2012-09-29 05:30:00,0.138,8.74
MAC003400,2012-09-29 06:00:00,0.1,8.74
MAC003400,2012-09-29 06:30:00,0.37,8.97
MAC003400,2012-09-29 07:00:00,0.606,8.97
MAC003400,2012-09-29 07:30:00,0.322,10.57
MAC003400,2012-09-29 08:00:00,0.292,10.57
MAC003400,2012-09-29 08:30:00,0.246,12.1
MAC003400,2012-09-29 09:00:00,0.29,12.1
MAC003400,2012-09-29 09:30:00,0.358,13.46
MAC003400,2012-09-29 10:00:00,0.347,13.46
MAC003400,2012-09-29 10:30:00,0.27,14.44
MAC003400,2012-09-29 11:00:00,0.209,14.44
MAC003400,2012-09-29 11:30:00,0.213,14.62
MAC003400,2012-09-29 12:00:00,0.234,14.62
MAC003400,2012-09-29 12:30:00,0.379,15.83
MAC003400,2012-09-29 13:00:00,0.451,15.83
MAC003400,2012-09-29 13:30:00,0.332,15.12
MAC003400,2012-09-29 14:00:00,0.059,15.12
MAC003400,2012-09-29 14:30:00,0.1,15.59
MAC003400,2012-09-29 15:00:00,0.132,15.59
MAC003400,2012-09-29 15:30:00,0.125,14.64
MAC003400,2012-09-29 16:00:00,0.109,14.64
MAC003400,2012-09-29 16:30:00,0.096,13.63
MAC003400,2012-09-29 17:00:00,0.095,13.63
MAC003400,2012-09-29 17:30:00,0.094,11.85
MAC003400,2012-09-29 18:00:00,0.177,11.85
MAC003400,2012-09-29 18:30:00,0.475,10.13
MAC003400,2012-09-29 19:00:00,0.416,10.13
MAC003400,2012-09-29 19:30:00,0.352,9.92
MAC003400,2012-09-29 20:00:00,0.388,9.92
MAC003400,2012-09-29 20:30:00,0.356,9.26
MAC003400,2012-09-29 21:00:00,0.371,9.26
MAC003400,2012-09-29 21:30:00,0.452,8.71
MAC003400,2012-09-29 22:00:00,0.536,8.71
MAC003400,2012-09-29 22:30:00,0.176,8.17
MAC003400,2012-09-29 23:00:00,0.118,8.17
MAC003400,2012-09-29 23:30:00,0.096,7.67
MAC003400,2012-09-30 00:00:00,0.087,7.67
MAC003400,2012-09-30 00:30:00,0.059,7.49
MAC003400,2012-09-30 01:00:00,0.091,7.49
MAC003400,2012-09-30 01:30:00,0.086,7.04
MAC003400,2012-09-30 02:00:00,0.056,7.04
MAC003400,2012-09-30 02:30:00,0.082,6.55
MAC003400,2012-09-30 03:00:00,0.099,6.55
MAC003400,2012-09-30 03:30:00,0.095,6.42
MAC003400,2012-09-30 04:00:00,0.065,6.42
MAC003400,2012-09-30 04:30:00,0.055,6.9
MAC003400,2012-09-30 05:00:00,0.068,6.9
MAC003400,2012-09-30 05:30:00,0.108,7.86
MAC003400,2012-09-30 06:00:00,0.121,7.86
MAC003400,2012-09-30 06:30:00,0.143,9.14
MAC003400,2012-09-30 07:00:00,0.148,9.14
MAC003400,2012-09-30 07:30:00,0.855,10.89
MAC003400,2012-09-30 08:00:00,0.583,10.89
MAC003400,2012-09-30 08:30:00,0.682,13.0
MAC003400,2012-09-30 09:00:00,0.647,13.0
MAC003400,2012-09-30 09:30:00,0.264,13.77
MAC003400,2012-09-30 10:00:00,0.067,13.77
MAC003400,2012-09-30 10:30:00,0.726,14.82
MAC003400,2012-09-30 11:00:00,0.248,14.82
MAC003400,2012-09-30 11:30:00,0.163,15.64
MAC003400,2012-09-30 12:00:00,0.298,15.64
MAC003400,2012-09-30 12:30:00,0.263,16.46
MAC003400,2012-09-30 13:00:00,0.135,16.46
MAC003400,2012-09-30 13:30:00,0.16,16.39
MAC003400,2012-09-30 14:00:00,0.184,16.39
MAC003422,2012-10-01 12:00:00,0.192,14.24
MAC003422,2012-10-01 12:30:00,0.303,14.63
MAC003422,2012-10-01 13:00:00,0.055,14.63
MAC003422,2012-10-01 13:30:00,0.171,14.86
MAC003422,2012-10-01 14:00:00,0.18,14.86
MAC003422,2012-10-01 14:30:00,0.079,16.03
MAC003422,2012-10-01 15:00:00,0.12,16.03
MAC003422,2012-10-01 15:30:00,0.04,16.24
MAC003422,2012-10-01 16:00:00,0.043,16.24
MAC003422,2012-10-01 16:30:00,0.001,14.88
MAC003422,2012-10-01 17:00:00,0.004,14.88
MAC003422,2012-10-01 17:30:00,0.022,14.08
MAC003422,2012-10-01 18:00:00,1.256,14.08
MAC003422,2012-10-01 18:30:00,0.956,13.61
MAC003422,2012-10-01 19:00:00,0.15,13.61
MAC003422,2012-10-01 19:30:00,0.369,13.52
MAC003422,2012-10-01 20:00:00,0.782,13.52
MAC003422,2012-10-01 20:30:00,0.306,12.94
MAC003422,2012-10-01 21:00:00,0.127,12.94
MAC003422,2012-10-01 21:30:00,0.526,12.37
MAC003422,2012-10-01 22:00:00,0.231,12.37
MAC003422,2012-10-01 22:30:00,0.2,11.88
MAC003422,2012-10-01 23:00:00,0.195,11.88
MAC003422,2012-10-01 23:30:00,0.204,11.78
MAC003422,2012-10-02 00:00:00,0.183,11.78
MAC003422,2012-10-02 00:30:00,0.184,11.37
MAC003422,2012-10-02 01:00:00,0.207,11.37
MAC003422,2012-10-02 01:30:00,0.184,10.89
MAC003422,2012-10-02 02:00:00,0.132,10.89
MAC003422,2012-10-02 02:30:00,0.058,10.87
MAC003422,2012-10-02 03:00:00,0.036,10.87
MAC003422,2012-10-02 03:30:00,0.035,10.94
MAC003422,2012-10-02 04:00:00,0.051,10.94
MAC003422,2012-10-02 04:30:00,0.043,11.48
MAC003422,2012-10-02 05:00:00,0.036,11.48
MAC003422,2012-10-02 05:30:00,0.037,11.85
MAC003422,2012-10-02 06:00:00,0.056,11.85
MAC003422,2012-10-02 06:30:00,0.035,11.97
MAC003422,2012-10-02 07:00:00,0.035,11.97
MAC003422,2012-10-02 07:30:00,1.5779999,13.01
MAC003422,2012-10-02 08:00:00,1.755,13.01
MAC003422,2012-10-02 08:30:00,0.662,13.63
MAC003422,2012-10-02 09:00:00,0.493,13.63
MAC003422,2012-10-02 09:30:00,0.058,14.96
MAC003422,2012-10-02 10:00:00,0.507,14.96
MAC003422,2012-10-02 10:30:00,0.628,15.99
MAC003422,2012-10-02 11:00:00,0.478,15.99
MAC003422,2012-10-02 11:30:00,0.47,16.32
MAC003422,2012-10-02 12:00:00,0.141,16.32
MAC003422,2012-10-02 12:30:00,0.164,16.44
MAC003422,2012-10-02 13:00:00,0.0,16.44
MAC003422,2012-10-02 13:30:00,0.027,16.42
MAC003422,2012-10-02 14:00:00,0.115,16.42
MAC003422,2012-10-02 14:30:00,0.012,16.11
MAC003422,2012-10-02 15:00:00,0.037,16.11
MAC003422,2012-10-02 15:30:00,0.039,15.09
MAC003422,2012-10-02 16:00:00,0.015,15.09
MAC003422,2012-10-02 16:30:00,0.027,14.6
MAC003422,2012-10-02 17:00:00,0.187,14.6
MAC003422,2012-10-02 17:30:00,0.043,14.05
MAC003422,2012-10-02 18:00:00,0.213,14.05
MAC003422,2012-10-02 18:30:00,0.242,13.23
MAC003422,2012-10-02 19:00:00,0.336,13.23
MAC003422,2012-10-02 19:30:00,0.746,13.24
MAC003422,2012-10-02 20:00:00,0.739,13.24
MAC003422,2012-10-02 20:30:00,0.748,13.29
MAC003422,2012-10-02 21:00:00,0.455,13.29
MAC003422,2012-10-02 21:30:00,0.281,13.29
MAC003422,2012-10-02 22:00:00,0.282,13.29
MAC003422,2012-10-02 22:30:00,0.188,13.68
MAC003422,2012-10-02 23:00:00,0.164,13.68
MAC003422,2012-10-02 23:30:00,0.181,14.03
MAC003422,2012-10-03 00:00:00,0.054,14.03
MAC003422,2012-10-03 00:30:00,0.034,13.1
MAC003422,2012-10-03 01:00:00,0.059,13.1
MAC003422,2012-10-03 01:30:00,0.034,12.62
MAC003422,2012-10-03 02:00:00,0.034,12.62
MAC003422,2012-10-03 02:30:00,0.056,12.57
MAC003422,2012-10-03 03:00:00,0.037,12.57
MAC003422,2012-10-03 03:30:00,0.034,12.09
MAC003422,2012-10-03 04:00:00,0.049,12.09
MAC003422,2012-10-03 04:30:00,0.042,11.91
MAC003422,2012-10-03 05:00:00,0.034,11.91
MAC003422,2012-10-03 05:30:00,0.04,11.06
MAC003422,2012-10-03 06:00:00,0.053,11.06
MAC003422,2012-10-03 06:30:00,0.034,11.13
MAC003422,2012-10-03 07:00:00,1.229,11.13
MAC003422,2012-10-03 07:30:00,1.511,12.04
MAC003422,2012-10-03 08:00:00,1.079,12.04
MAC003422,2012-10-03 08:30:00,0.246,12.75
MAC003422,2012-10-03 09:00:00,0.186,12.75
MAC003422,2012-10-03 09:30:00,0.059,14.12
MAC003422,2012-10-03 10:00:00,0.045,14.12
MAC003422,2012-10-03 10:30:00,0.071,12.97
MAC003422,2012-10-03 11:00:00,0.131,12.97
MAC003422,2012-10-03 11:30:00,0.096,13.78
MAC003422,2012-10-03 12:00:00,0.07,13.78
MAC003422,2012-10-03 12:30:00,0.068,14.06
MAC003422,2012-10-03 13:00:00,0.133,14.06
MAC003422,2012-10-03 13:30:00,0.371,14.13
MAC003423,2012-10-01 12:30:00,0.195,14.63
MAC003423,2012-10-01 13:00:00,0.107,14.63
MAC003423,2012-10-01 13:30:00,0.105,14.86
MAC003423,2012-10-01 14:00:00,0.09,14.86
MAC003423,2012-10-01 14:30:00,0.096,16.03
MAC003423,2012-10-01 15:00:00,0.106,16.03
MAC003423,2012-10-01 15:30:00,0.105,16.24
MAC003423,2012-10-01 16:00:00,0.088,16.24
MAC003423,2012-10-01 16:30:00,0.095,14.88
MAC003423,2012-10-01 17:00:00,0.106,14.88
MAC003423,2012-10-01 17:30:00,0.103,14.08
MAC003423,2012-10-01 18:00:00,0.083,14.08
MAC003423,2012-10-01 18:30:00,1.099,13.61
MAC003423,2012-10-01 19:00:00,1.548,13.61
MAC003423,2012-10-01 19:30:00,1.2029999,13.52
MAC003423,2012-10-01 20:00:00,1.289,13.52
MAC003423,2012-10-01 20:30:00,0.588,12.94
MAC003423,2012-10-01 21:00:00,0.541,12.94
MAC003423,2012-10-01 21:30:00,0.527,12.37
MAC003423,2012-10-01 22:00:00,0.49,12.37
MAC003423,2012-10-01 22:30:00,0.289,11.88
MAC003423,2012-10-01 23:00:00,0.194,11.88
MAC003423,2012-10-01 23:30:00,0.191,11.78
MAC003423,2012-10-02 00:00:00,0.186,11.78
MAC003423,2012-10-02 00:30:00,0.172,11.37
MAC003423,2012-10-02 01:00:00,0.176,11.37
MAC003423,2012-10-02 01:30:00,0.186,10.89
MAC003423,2012-10-02 02:00:00,0.164,10.89
MAC003423,2012-10-02 02:30:00,0.11,10.87
MAC003423,2012-10-02 03:00:00,0.101,10.87
MAC003423,2012-10-02 03:30:00,0.082,10.94
MAC003423,2012-10-02 04:00:00,0.105,10.94
MAC003423,2012-10-02 04:30:00,0.106,11.48
MAC003423,2012-10-02 05:00:00,0.154,11.48
MAC003423,2012-10-02 05:30:00,0.128,11.85
MAC003423,2012-10-02 06:00:00,0.248,11.85
MAC003423,2012-10-02 06:30:00,1.234,11.97
MAC003423,2012-10-02 07:00:00,0.635,11.97
MAC003423,2012-10-02 07:30:00,0.212,13.01
MAC003423,2012-10-02 08:00:00,0.103,13.01
MAC003423,2012-10-02 08:30:00,0.13,13.63
MAC003423,2012-10-02 09:00:00,0.096,13.63
MAC003423,2012-10-02 09:30:00,0.089,14.96
MAC003423,2012-10-02 10:00:00,0.104,14.96
MAC003423,2012-10-02 10:30:00,0.104,15.99
MAC003423,2012-10-02 11:00:00,0.099,15.99
MAC003423,2012-10-02 11:30:00,0.08,16.32
MAC003423,2012-10-02 12:00:00,0.102,16.32
MAC003423,2012-10-02 12:30:00,0.105,16.44
MAC003423,2012-10-02 13:00:00,0.099,16.44
MAC003423,2012-10-02 13:30:00,0.079,16.42
MAC003423,2012-10-02 14:00:00,0.104,16.42
MAC003423,2012-10-02 14:30:00,0.105,16.11
MAC003423,2012-10-02 15:00:00,0.1,16.11
MAC003423,2012-10-02 15:30:00,0.077,15.09
MAC003423,2012-10-02 16:00:00,0.103,15.09
MAC003423,2012-10-02 16:30:00,0.103,14.6
MAC003423,2012-10-02 17:00:00,0.1,14.6
MAC003423,2012-10-02 17:30:00,0.076,14.05
MAC003423,2012-10-02 18:00:00,0.1,14.05
MAC003423,2012-10-02 18:30:00,0.117,13.23
MAC003423,2012-10-02 19:00:00,0.199,13.23
MAC003423,2012-10-02 19:30:00,1.659,13.24
MAC003423,2012-10-02 20:00:00,1.003,13.24
MAC003423,2012-10-02 20:30:00,0.914,13.29
MAC003423,2012-10-02 21:00:00,0.774,13.29
MAC003423,2012-10-02 21:30:00,0.641,13.29
MAC003423,2012-10-02 22:00:00,0.604,13.29
MAC003423,2012-10-02 22:30:00,0.222,13.68
MAC003423,2012-10-02 23:00:00,0.196,13.68
MAC003423,2012-10-02 23:30:00,0.175,14.03
MAC003423,2012-10-03 00:00:00,0.172,14.03
MAC003423,2012-10-03 00:30:00,0.171,13.1
MAC003423,2012-10-03 01:00:00,0.171,13.1
MAC003423,2012-10-03 01:30:00,0.17,12.62
MAC003423,2012-10-03 02:00:00,0.15,12.62
MAC003423,2012-10-03 02:30:00,0.108,12.57
MAC003423,2012-10-03 03:00:00,0.11,12.57
MAC003423,2012-10-03 03:30:00,0.095,12.09
MAC003423,2012-10-03 04:00:00,0.09,12.09
MAC003423,2012-10-03 04:30:00,0.108,11.91
MAC003423,2012-10-03 05:00:00,0.156,11.91
MAC003423,2012-10-03 05:30:00,0.173,11.06
MAC003423,2012-10-03 06:00:00,1.005,11.06
MAC003423,2012-10-03 06:30:00,0.862,11.13
MAC003423,2012-10-03 07:00:00,0.515,11.13
MAC003423,2012-10-03 07:30:00,0.229,12.04
MAC003423,2012-10-03 08:00:00,0.126,12.04
MAC003423,2012-10-03 08:30:00,0.082,12.75
MAC003423,2012-10-03 09:00:00,0.101,12.75
MAC003423,2012-10-03 09:30:00,0.103,14.12
MAC003423,2012-10-03 10:00:00,0.102,14.12
MAC003423,2012-10-03 10:30:00,0.082,12.97
MAC003423,2012-10-03 11:00:00,0.098,12.97
MAC003423,2012-10-03 11:30:00,0.104,13.78
MAC003423,2012-10-03 12:00:00,0.103,13.78
MAC003423,2012-10-03 12:30:00,0.078,14.06
MAC003423,2012-10-03 13:00:00,0.099,14.06
MAC003423,2012-10-03 13:30:00,0.104,14.13
MAC003423,2012-10-03 14:00:00,0.1,14.13
MAC003428,2012-10-01 13:30:00,0.364,14.86
MAC003428,2012-10-01 14:00:00,0.303,14.86
MAC003428,2012-10-01 14:30:00,0.303,16.03
MAC003428,2012-10-01 15:00:00,0.278,16.03
MAC003428,2012-10-01 15:30:00,1.197,16.24
MAC003428,2012-10-01 16:00:00,1.201,16.24
MAC003428,2012-10-01 16:30:00,1.035,14.88
MAC003428,2012-10-01 17:00:00,0.655,14.88
MAC003428,2012-10-01 17:30:00,1.186,14.08
MAC003428,2012-10-01 18:00:00,1.219,14.08
MAC003428,2012-10-01 18:30:00,1.775,13.61
MAC003428,2012-10-01 19:00:00,0.853,13.61
MAC003428,2012-10-01 19:30:00,1.281,13.52
MAC003428,2012-10-01 20:00:00,1.124,13.52
MAC003428,2012-10-01 20:30:00,1.513,12.94
MAC003428,2012-10-01 21:00:00,0.896,12.94
MAC003428,2012-10-01 21:30:00,1.434,12.37
MAC003428,2012-10-01 22:00:00,0.702,12.37
MAC003428,2012-10-01 22:30:00,0.1,11.88
MAC003428,2012-10-01 23:00:00,0.071,11.88
MAC003428,2012-10-01 23:30:00,0.094,11.78
MAC003428,2012-10-02 00:00:00,0.056,11.78
MAC003428,2012-10-02 00:30:00,0.069,11.37
MAC003428,2012-10-02 01:00:00,0.071,11.37
MAC003428,2012-10-02 01:30:00,0.057,10.89
MAC003428,2012-10-02 02:00:00,0.081,10.89
MAC003428,2012-10-02 02:30:00,0.058,10.87
MAC003428,2012-10-02 03:00:00,0.066,10.87
MAC003428,2012-10-02 03:30:00,0.074,10.94
MAC003428,2012-10-02 04:00:00,0.055,10.94
MAC003428,2012-10-02 04:30:00,0.076,11.48
MAC003428,2012-10-02 05:00:00,0.084,11.48
MAC003428,2012-10-02 05:30:00,0.057,11.85
MAC003428,2012-10-02 06:00:00,0.136,11.85
MAC003428,2012-10-02 06:30:00,0.086,11.97
MAC003428,2012-10-02 07:00:00,0.074,11.97
MAC003428,2012-10-02 07:30:00,0.36,13.01
MAC003428,2012-10-02 08:00:00,0.522,13.01
MAC003428,2012-10-02 08:30:00,0.519,13.63
MAC003428,2012-10-02 09:00:00,0.523,13.63
MAC003428,2012-10-02 09:30:00,0.475,14.96
MAC003428,2012-10-02 10:00:00,0.462,14.96
MAC003428,2012-10-02 10:30:00,0.459,15.99
MAC003428,2012-10-02 11:00:00,0.664,15.99
MAC003428,2012-10-02 11:30:00,0.56,16.32
MAC003428,2012-10-02 12:00:00,0.669,16.32
MAC003428,2012-10-02 12:30:00,0.175,16.44
MAC003428,2012-10-02 13:00:00,0.466,16.44
MAC003428,2012-10-02 13:30:00,0.585,16.42
MAC003428,2012-10-02 14:00:00,0.485,16.42
MAC003428,2012-10-02 14:30:00,0.557,16.11
MAC003428,2012-10-02 15:00:00,0.523,16.11
MAC003428,2012-10-02 15:30:00,0.543,15.09
MAC003428,2012-10-02 16:00:00,1.533,15.09
MAC003428,2012-10-02 16:30:00,1.087,14.6
MAC003428,2012-10-02 17:00:00,0.732,14.6
MAC003428,2012-10-02 17:30:00,1.0039999,14.05
MAC003428,2012-10-02 18:00:00,2.3069999,14.05
MAC003428,2012-10-02 18:30:00,1.966,13.23
MAC003428,2012-10-02 19:00:00,1.983,13.23
MAC003428,2012-10-02 19:30:00,1.965,13.24
MAC003428,2012-10-02 20:00:00,2.365,13.24
MAC003428,2012-10-02 20:30:00,1.984,13.29
MAC003428,2012-10-02 21:00:00,1.911,13.29
MAC003428,2012-10-02 21:30:00,1.448,13.29
MAC003428,2012-10-02 22:00:00,1.582,13.29
MAC003428,2012-10-02 22:30:00,1.49,13.68
MAC003428,2012-10-02 23:00:00,1.395,13.68
MAC003428,2012-10-02 23:30:00,0.887,14.03
MAC003428,2012-10-03 00:00:00,0.407,14.03
MAC003428,2012-10-03 00:30:00,0.579,13.1
MAC003428,2012-10-03 01:00:00,0.082,13.1
MAC003428,2012-10-03 01:30:00,0.082,12.62
MAC003428,2012-10-03 02:00:00,0.089,12.62
MAC003428,2012-10-03 02:30:00,0.079,12.57
MAC003428,2012-10-03 03:00:00,0.082,12.57
MAC003428,2012-10-03 03:30:00,0.089,12.09
MAC003428,2012-10-03 04:00:00,0.071,12.09
MAC003428,2012-10-03 04:30:00,0.087,11.91
MAC003428,2012-10-03 05:00:00,0.666,11.91
MAC003428,2012-10-03 05:30:00,0.652,11.06
MAC003428,2012-10-03 06:00:00,0.654,11.06
MAC003428,2012-10-03 06:30:00,0.604,11.13
MAC003428,2012-10-03 07:00:00,1.396,11.13
MAC003428,2012-10-03 07:30:00,1.24,12.04
MAC003428,2012-10-03 08:00:00,1.038,12.04
MAC003428,2012-10-03 08:30:00,1.04,12.75
MAC003428,2012-10-03 09:00:00,0.821,12.75
MAC003428,2012-10-03 09:30:00,0.787,14.12
MAC003428,2012-10-03 10:00:00,0.688,14.12
MAC003428,2012-10-03 10:30:00,0.72,12.97
MAC003428,2012-10-03 11:00:00,0.699,12.97
MAC003428,2012-10-03 11:30:00,0.687,13.78
MAC003428,2012-10-03 12:00:00,1.067,13.78
MAC003428,2012-10-03 12:30:00,1.039,14.06
MAC003428,2012-10-03 13:00:00,1.013,14.06
MAC003428,2012-10-03 13:30:00,1.0779999,14.13
MAC003428,2012-10-03 14:00:00,0.897,14.13
MAC003428,2012-10-03 14:30:00,1.034,14.34
MAC003428,2012-10-03 15:00:00,1.091,14.34
MAC003449,2012-10-02 11:30:00,1.852,16.32
MAC003449,2012-10-02 12:00:00,0.756,16.32
MAC003449,2012-10-02 12:30:00,1.614,16.44
MAC003449,2012-10-02 13:00:00,0.667,16.44
MAC003449,2012-10-02 13:30:00,1.779,16.42
MAC003449,2012-10-02 14:00:00,1.697,16.42
MAC003449,2012-10-02 14:30:00,1.688,16.11
MAC003449,2012-10-02 15:00:00,1.774,16.11
MAC003449,2012-10-02 15:30:00,0.73,15.09
MAC003449,2012-10-02 16:00:00,0.923,15.09
MAC003449,2012-10-02 16:30:00,0.799,14.6
MAC003449,2012-10-02 17:00:00,0.869,14.6
MAC003449,2012-10-02 17:30:00,1.9400001,14.05
MAC003449,2012-10-02 18:00:00,1.864,14.05
MAC003449,2012-10-02 18:30:00,3.1440001,13.23
MAC003449,2012-10-02 19:00:00,2.0190001,13.23
MAC003449,2012-10-02 19:30:00,2.493,13.24
MAC003449,2012-10-02 20:00:00,1.8150001,13.24
MAC003449,2012-10-02 20:30:00,2.128,13.29
MAC003449,2012-10-02 21:00:00,1.928,13.29
MAC003449,2012-10-02 21:30:00,1.4119999,13.29
MAC003449,2012-10-02 22:00:00,0.564,13.29
MAC003449,2012-10-02 22:30:00,0.891,13.68
MAC003449,2012-10-02 23:00:00,0.318,13.68
MAC003449,2012-10-02 23:30:00,0.774,14.03
MAC003449,2012-10-03 00:00:00,0.325,14.03
MAC003449,2012-10-03 00:30:00,0.886,13.1
MAC003449,2012-10-03 01:00:00,0.333,13.1
MAC003449,2012-10-03 01:30:00,0.633,12.62
MAC003449,2012-10-03 02:00:00,0.494,12.62
MAC003449,2012-10-03 02:30:00,0.72,12.57
MAC003449,2012-10-03 03:00:00,0.616,12.57
MAC003449,2012-10-03 03:30:00,0.451,12.09
MAC003449,2012-10-03 04:00:00,0.575,12.09
MAC003449,2012-10-03 04:30:00,0.64,11.91
MAC003449,2012-10-03 05:00:00,0.502,11.91
MAC003449,2012-10-03 05:30:00,0.606,11.06
MAC003449,2012-10-03 06:00:00,0.943,11.06
MAC003449,2012-10-03 06:30:00,1.6210001,11.13
MAC003449,2012-10-03 07:00:00,1.928,11.13
MAC003449,2012-10-03 07:30:00,1.7180001,12.04
MAC003449,2012-10-03 08:00:00,1.808,12.04
MAC003449,2012-10-03 08:30:00,1.799,12.75
MAC003449,2012-10-03 09:00:00,1.375,12.75
MAC003449,2012-10-03 09:30:00,1.613,14.12
MAC003449,2012-10-03 10:00:00,1.459,14.12
MAC003449,2012-10-03 10:30:00,1.5140001,12.97
MAC003449,2012-10-03 11:00:00,1.457,12.97
MAC003449,2012-10-03 11:30:00,0.425,13.78
MAC003449,2012-10-03 12:00:00,0.825,13.78
MAC003449,2012-10-03 12:30:00,0.349,14.06
MAC003449,2012-10-03 13:00:00,0.76,14.06
MAC003449,2012-10-03 13:30:00,1.344,14.13
MAC003449,2012-10-03 14:00:00,1.66,14.13
MAC003449,2012-10-03 14:30:00,1.2589999,14.34
MAC003449,2012-10-03 15:00:00,1.564,14.34
MAC003449,2012-10-03 15:30:00,0.459,13.49
MAC003449,2012-10-03 16:00:00,0.824,13.49
MAC003449,2012-10-03 16:30:00,1.219,12.94
MAC003449,2012-10-03 17:00:00,1.031,12.94
MAC003449,2012-10-03 17:30:00,2.415,12.24
MAC003449,2012-10-03 18:00:00,1.529,12.24
MAC003449,2012-10-03 18:30:00,2.55,11.92
MAC003449,2012-10-03 19:00:00,1.635,11.92
MAC003449,2012-10-03 19:30:00,2.0639999,9.52
MAC003449,2012-10-03 20:00:00,1.508,9.52
MAC003449,2012-10-03 20:30:00,1.595,9.35
MAC003449,2012-10-03 21:00:00,1.831,9.35
MAC003449,2012-10-03 21:30:00,1.654,9.44
MAC003449,2012-10-03 22:00:00,0.77,9.44
MAC003449,2012-10-03 22:30:00,0.629,9.42
MAC003449,2012-10-03 23:00:00,1.147,9.42
MAC003449,2012-10-03 23:30:00,0.373,9.72
MAC003449,2012-10-04 00:00:00,0.809,9.72
MAC003449,2012-10-04 00:30:00,0.306,9.13
MAC003449,2012-10-04 01:00:00,0.898,9.13
MAC003449,2012-10-04 01:30:00,0.309,8.21
MAC003449,2012-10-04 02:00:00,0.868,8.21
MAC003449,2012-10-04 02:30:00,0.367,7.86
MAC003449,2012-10-04 03:00:00,0.795,7.86
MAC003449,2012-10-04 03:30:00,0.303,7.54
MAC003449,2012-10-04 04:00:00,0.86,7.54
MAC003449,2012-10-04 04:30:00,0.388,7.49
MAC003449,2012-10-04 05:00:00,0.827,7.49
MAC003449,2012-10-04 05:30:00,0.456,7.19
MAC003449,2012-10-04 06:00:00,1.0190001,7.19
MAC003449,2012-10-04 06:30:00,1.587,7.43
MAC003449,2012-10-04 07:00:00,2.2,7.43
MAC003449,2012-10-04 07:30:00,1.881,8.74
MAC003449,2012-10-04 08:00:00,2.0179999,8.74
MAC003449,2012-10-04 08:30:00,1.614,10.79
MAC003449,2012-10-04 09:00:00,1.61,10.79
MAC003449,2012-10-04 09:30:00,1.529,13.02
MAC003449,2012-10-04 10:00:00,1.413,13.02
MAC003449,2012-10-04 10:30:00,1.4450001,14.53
MAC003449,2012-10-04 11:00:00,1.507,14.53
MAC003449,2012-10-04 11:30:00,0.528,14.64
MAC003449,2012-10-04 12:00:00,0.706,14.64
MAC003449,2012-10-04 12:30:00,0.427,14.46
MAC003449,2012-10-04 13:00:00,0.751,14.46
MAC003463,2012-10-02 14:00:00,0.629,16.42
MAC003463,2012-10-02 14:30:00,0.259,16.11
MAC003463,2012-10-02 15:00:00,0.499,16.11
MAC003463,2012-10-02 15:30:00,0.529,15.09
MAC003463,2012-10-02 16:00:00,1.393,15.09
MAC003463,2012-10-02 16:30:00,0.354,14.6
MAC003463,2012-10-02 17:00:00,0.622,14.6
MAC003463,2012-10-02 17:30:00,0.431,14.05
MAC003463,2012-10-02 18:00:00,0.591,14.05
MAC003463,2012-10-02 18:30:00,0.612,13.23
MAC003463,2012-10-02 19:00:00,0.676,13.23
MAC003463,2012-10-02 19:30:00,0.315,13.24
MAC003463,2012-10-02 20:00:00,0.23,13.24
MAC003463,2012-10-02 20:30:00,0.566,13.29
MAC003463,2012-10-02 21:00:00,0.303,13.29
MAC003463,2012-10-02 21:30:00,0.185,13.29
MAC003463,2012-10-02 22:00:00,0.129,13.29
MAC003463,2012-10-02 22:30:00,0.137,13.68
MAC003463,2012-10-02 23:00:00,0.128,13.68
MAC003463,2012-10-02 23:30:00,0.129,14.03
MAC003463,2012-10-03 00:00:00,0.158,14.03
MAC003463,2012-10-03 00:30:00,0.089,13.1
MAC003463,2012-10-03 01:00:00,0.073,13.1
MAC003463,2012-10-03 01:30:00,0.097,12.62
MAC003463,2012-10-03 02:00:00,0.06,12.62
MAC003463,2012-10-03 02:30:00,0.12,12.57
MAC003463,2012-10-03 03:00:00,0.121,12.57
MAC003463,2012-10-03 03:30:00,0.112,12.09
MAC003463,2012-10-03 04:00:00,0.088,12.09
MAC003463,2012-10-03 04:30:00,0.079,11.91
MAC003463,2012-10-03 05:00:00,0.13,11.91
MAC003463,2012-10-03 05:30:00,0.117,11.06
MAC003463,2012-10-03 06:00:00,0.163,11.06
MAC003463,2012-10-03 06:30:00,0.552,11.13
MAC003463,2012-10-03 07:00:00,0.577,11.13
MAC003463,2012-10-03 07:30:00,0.182,12.04
MAC003463,2012-10-03 08:00:00,0.317,12.04
MAC003463,2012-10-03 08:30:00,0.071,12.75
MAC003463,2012-10-03 09:00:00,0.174,12.75
MAC003463,2012-10-03 09:30:00,0.151,14.12
MAC003463,2012-10-03 10:00:00,0.236,14.12
MAC003463,2012-10-03 10:30:00,0.369,12.97
MAC003463,2012-10-03 11:00:00,0.257,12.97
MAC003463,2012-10-03 11:30:00,0.663,13.78
MAC003463,2012-10-03 12:00:00,0.58,13.78
MAC003463,2012-10-03 12:30:00,0.396,14.06
MAC003463,2012-10-03 13:00:00,0.331,14.06
MAC003463,2012-10-03 13:30:00,0.261,14.13
MAC003463,2012-10-03 14:00:00,0.24,14.13
